Side        Amount      LimitPrice


Buy	1.1269307232848904	53396.08014531909
Buy	0.18342638003822226	53324.12788769044
Buy	0.4350822239523889	53620.207932114485
Buy	0.2761284684453073	53737.280648384905
Sell	0.8218646563996479	53735.59228249033
Buy	0.6559835860330332	53754.333671972585
Sell	0.3784063488689417	53746.648099934
Sell	0.8762608714021849	53697.79317534215
Sell	0.17925156417200055	53646.254764282654
Buy	0.25938877895006623	53641.21593699065
Buy	0.4701128507506381	53805.647213508404
Buy	0.7244738893991634	53657.47719903366
Buy	0.6917128426685477	53750.62802322514
Sell	0.16724189242373694	53787.60323422978
Buy	0.5097230428291455	53787.284748127575
Buy	1.0360752734014473	53839.22144875988
Buy	0.7372848536160674	53838.725010759255
Sell	0.808163332096369	53886.81746678154
Buy	0.6142226333122183	53877.58983414808
Sell	0.9501994290688449	53838.7894564806
Buy	0.9733986244093946	53829.4834151203
Sell	1.075925689120113	53886.48436734812
Buy	0.39736297727294895	53876.851252469554
Sell	1.0271143249864862	53885.61143136715
Buy	0.9717659853592067	53717.30661017155
Buy	0.4033002941784098	53688.43009830374
Buy	0.5324353232181236	53720.59594434882
Sell	0.2657974211605631	53725.908806099134
Buy	0.8876571365710983	53717.30090070678
Buy	0.9521268213576763	53584.41820347799
Buy	0.4701453558130317	53584.39353512899
Buy	0.28073587841777486	53576.15596698726
Sell	0.844901128014657	53533.14873880071
Sell	0.6810363320654331	53634.59036824258
Buy	1.053868821501794	53604.00768311797
Sell	0.2429571044479632	53569.079416578395
Sell	0.4666262844043086	53533.230931882565
Sell	0.3427562096166366	53533.09962181191
Buy	0.48253779924744317	53668.81389296181
Sell	1.0160648655453925	53734.64007861437
Sell	0.5690413575411772	53653.470834529086
Sell	0.6207964004584969	53544.3778847733
Sell	0.8092823783870893	53621.7018795394
Sell	0.5144450940658225	53632.09622222671
Sell	0.16421858088485025	53562.997790107125
Buy	0.6113937383028292	53573.91276213567
Sell	0.6651610107357315	53619.318972047426
Buy	0.4476745373500222	53641.85277265889
Buy	0.2104135069071374	53638.51470803352
Buy	0.9528806612192704	53651.8728954018
Buy	0.6595481648169828	53712.90110596621
Buy	0.9116367952034292	53713.41606867244
Buy	0.528450188777942	53713.87096368937
Sell	0.7478518267277625	53722.51641640939
Sell	0.14718979415124706	53705.680566624564
Buy	0.6953877863838063	53654.86021679198
Buy	0.5593906671141868	53720.57298464668
Buy	0.336508338070807	53720.07341621199
Sell	0.5176803349228463	53706.51244900393
Buy	0.3633724102118659	53696.74389691623
Sell	0.34162201150890353	53705.681241001264
Sell	1.0454034954847404	53733.622887257785
Buy	0.8457483243414448	53680.43640129441
Sell	0.8465447474480567	53699.886857422585
Buy	1.1021166576822372	49721.64443713322
Buy	0.4133400344594362	49721.75047290642
Sell	0.564584206449132	49731.34607672471
Buy	0.15282777226159433	49676.808294781324
Buy	0.14520053187825926	49701.538771573854
Buy	0.13502647526103656	49701.62820385899
Buy	0.3474578112075651	49701.28026818704
Buy	1.10608220312394	49531.30494469497
Buy	0.8869375382929026	49611.43202942608
Buy	0.1379408222036957	49708.4733071875
Sell	1.0755149785011664	49759.78500051571
Buy	0.12905541020796302	49750.71708961885
Sell	0.7798882968851737	49580.0989762167
Sell	0.2877064846308635	49579.71302833687
Buy	0.4835700060516274	49691.81012389671
Sell	0.7272362673528958	49710.305408043816
Buy	1.0011032806415892	49712.62625303584
Sell	0.45057938812209225	49721.656356285515
Buy	0.20266731191151638	49712.706251392265
Buy	1.0148336954596047	49671.00953674478
Buy	0.6274441552160874	49705.32925282231
Buy	0.9717589140527834	49616.699321242435
Sell	0.7534314005728102	49624.94973982657
Buy	0.9242947273245521	49615.677092699385
Buy	1.0731713378871448	49693.36741837283
Sell	0.38854962688589595	49703.149652283755
Sell	0.20615312475297193	49702.770991424826
Buy	1.0428736268037346	49809.16923777052
